name,Country,Home Location Type,Reading Score Before Help,Reading Score After Help,School Satisfaction Before Help,School Satisfaction After Help
Allison Lopez,USA,Rural,40.0,53.08,2,2.26245941864561
Jennifer Mann,South Korea,City,48.26,72.66,4,4.23919304080569
Brian Woods,NZ,Rural,66.57,69.03,3,3.72029787069547
Benjamin Mcintosh,South Korea,Rural,49.89,49.78,2,2.51905036565846
Rebecca Mclaughlin,Denmark,Town,67.69,86.54,3,4.38376762268428
Scott Phillips,USA,Rural,65.92,84.01,3,4.17086165149244
Laura Newton,NZ,Town,40.0,49.59,2,2.27407498519408
Daniel Lewis,USA,City,48.24,65.21,4,5.0
Melissa Rivers,USA,City,100.0,100.0,4,5.0
Alan Moore,USA,Rural,58.68,76.49,4,5.0
Laura Reynolds,USA,Town,40.0,36.55,2,2.67204312816873
Edward Harris,USA,City,62.77,67.93,4,4.37608455877411
Bridget Harris,Denmark,Rural,40.0,47.4,3,2.75690255608445
William Moore,USA,Town,43.79,40.7,4,5.0
Jordan Smith,USA,Town,53.63,64.73,4,4.60725525917448
Duane Vargas,South Korea,City,40.0,42.18,4,4.1967500652241
Stephanie Clark,USA,Rural,40.0,47.25,4,4.89189317485623
Travis Hernandez,USA,City,76.55,100.0,4,4.78169834500122
Paula King,USA,Town,40.0,52.19,4,4.62893153993211
Carla Harrison,South Korea,City,93.24,100.0,3,3.63825541094342
Corey Klein,Denmark,City,45.57,53.99,3,3.82735155131634
Meghan Jackson,South Korea,City,67.8,84.32,4,4.37608008754038
Carolyn Campbell,South Korea,Rural,64.94,94.32,5,5.0
Melissa Neal,USA,City,40.0,53.88,5,5.0
Cheryl Smith,USA,City,59.12,79.68,1,1.23885513336427
Cody Morris,USA,City,53.59,57.45,2,2.60533538692387
Amy Schmidt,USA,Town,40.0,44.68,4,4.7037519090701
Lori Patterson,USA,Town,58.28,66.06,2,2.39317156655525
Ashley Harmon,USA,City,40.0,50.61,2,2.48955360592663
Gregory Mayer,Denmark,Town,67.0,91.33,3,2.97781595421372
Brandi Barton,USA,Rural,81.03,89.7,3,3.34051567277161
Tyler Morrison,Denmark,Town,65.48,81.04,1,1.13433347328887
David Lewis,USA,City,76.52,100.0,4,5.0
Stephen Molina,USA,City,61.51,70.84,2,2.83110647161806
Roberto Kline,USA,Town,51.1,69.96,2,2.31204135649074
Erin Ryan,NZ,Rural,40.0,51.14,1,1.20577284284774
Tina Trujillo,NZ,City,50.69,71.72,3,4.01771088138799
Linda Reed,USA,Town,40.0,57.46,1,1.25873668582489
Christopher Bailey,NZ,Town,74.97,94.32,3,3.32461103543881
Kyle Pollard,USA,City,46.37,57.13,3,3.27222052243026
Danny Cervantes,Denmark,Town,55.31,65.65,1,1.25829029436898
Jose Francis,NZ,City,40.0,51.19,2,2.27400380172592
Lisa Scott,NZ,Rural,68.42,92.58,3,3.05600671069109
Paul Davis,USA,Town,40.0,39.53,3,3.60793192537618
Angel Roth,USA,City,64.75,88.04,1,1.24769270776329
Becky Stark,NZ,Rural,49.02,49.72,4,5.0
Zachary Rosales,NZ,Rural,60.34,83.1,4,4.331153018452
Mr. Joseph King MD,Denmark,City,93.36,100.0,5,5.0
Michael Smith,Denmark,City,55.77,66.9,2,2.25102440452882
Edward Mclaughlin,USA,Town,40.0,51.94,4,5.0
Tara Herrera,USA,City,84.11,100.0,5,5.0
Paul Davis,NZ,Rural,69.31,74.87,3,3.535241322559
Amy Stevens,USA,City,56.36,64.89,3,4.18644485076921
Jeremy Watkins,NZ,City,74.41,99.56,3,3.23249613024629
Stacey Newton,South Korea,City,61.82,74.39,3,3.03152463362076
Donna Ferguson,USA,City,48.68,63.18,3,4.01917365657538
Jeffrey Dillon,South Korea,City,63.12,82.02,3,3.864454259801
Danielle Neal,USA,City,54.55,69.6,2,2.11860760453288
Desiree Dennis,USA,City,79.45,90.31,1,1.11452539889401
Carrie Russell,Denmark,Rural,100.0,100.0,1,1.12382781365608
Connie Morales,South Korea,Town,79.33,98.25,4,4.71657069973394
Amanda Page,USA,City,57.64,61.65,3,3.58975675511325
Beth Webb,USA,City,54.01,62.11,3,3.73259587492315
Dr. Dorothy Norris,Denmark,Town,40.65,46.21,4,5.0
Adam Anderson,South Korea,Town,92.53,94.69,4,4.63579250354382
Traci Moore,USA,Town,40.0,51.35,3,3.65826428530012
Brian Martin,Denmark,Town,60.49,82.63,3,3.52285329544672
Luis Gibson,NZ,Town,47.12,59.89,2,2.34836866682028
Andrew Roth,USA,City,40.0,56.03,1,1.18504351721265
Marcus Green,USA,Rural,64.05,71.92,3,3.53052047973926
Tiffany Thomas,South Korea,Rural,67.27,82.67,2,1.99617220463754
Michelle Wilcox,USA,City,44.79,46.82,3,3.30810485908569
Raymond Rosario,Denmark,Rural,100.0,100.0,1,1.20337699204641
Dustin Miller,Denmark,Town,77.62,98.49,4,5.0
James Pennington,NZ,Town,80.63,95.82,3,3.60002959230472
Tracy Klein,NZ,Rural,57.64,65.46,4,4.80015693800866
Laura Dawson,Denmark,City,48.21,62.2,4,5.0
Jason Harris,USA,Town,64.15,73.54,4,4.98038510008834
Alyssa Bailey,Denmark,Rural,83.46,92.13,4,4.97276370181767
Emily Davis,Denmark,Rural,60.3,59.03,2,2.17563340306923
Benjamin Salazar,USA,City,56.0,76.37,2,2.31346605087889
Steven Rhodes,South Korea,City,42.52,43.17,3,3.8381220635238
Susan Proctor,NZ,Town,76.4,90.39,2,2.25255875129202
Doris Reed,South Korea,City,40.0,42.46,1,1.14717460071515
David Phillips,NZ,City,42.34,54.55,4,4.87726517762368
Kevin Marks,Denmark,City,44.74,53.39,4,5.0
Melissa Dixon,USA,Town,89.64,100.0,3,3.2197209254806
Taylor Griffith,NZ,Rural,40.0,50.7,4,3.80353985207098
Thomas Kelly,NZ,Rural,47.63,63.41,4,5.0
Dawn Martin,USA,Town,97.46,100.0,2,2.5056018087994
Lee Phelps,Denmark,City,79.3,93.73,3,3.90228701521116
Elizabeth Franklin,USA,Town,63.05,72.83,2,2.64560841367082
Peter Newman,USA,Rural,65.0,61.54,3,4.08960550541036
Angela Gilbert,Denmark,Town,50.08,56.19,3,4.02001699159646
Troy Atkins,South Korea,Town,56.12,60.51,4,4.97742114679286
Brian Rivera,USA,Town,83.37,98.35,2,2.07996659330538
Derek Gray,USA,City,70.11,88.22,4,4.85719387360509
Monica Smith,South Korea,Rural,91.33,100.0,3,4.08236779807449
Alex Hoffman,USA,Town,49.88,64.59,3,2.9556234006332
Chad Padilla,Denmark,City,94.8,100.0,2,2.15610806297977
Mariah Barnes,NZ,Rural,67.02,93.42,3,3.76061721710149
Andrew Obrien,South Korea,Rural,79.27,100.0,4,3.25420035756242
Alex Moore,USA,City,53.39,62.44,4,4.11430285294075
Christopher Walton,NZ,City,71.76,75.71,3,3.33859815811803
Brenda Goodwin,USA,Town,64.75,70.07,2,2.54617572435112
Valerie Norton,South Korea,Town,64.27,80.12,3,4.28043390361961
Andrew Sandoval,NZ,City,97.56,100.0,3,4.15100613153998
Michele Cohen,South Korea,Rural,81.4,87.89,5,5.0
Kristi Lang,NZ,Town,48.46,50.6,3,3.42688884648272
Jane Torres,USA,Rural,49.43,47.25,2,2.75258259616062
Jeremy Buck,NZ,Rural,48.93,59.29,3,3.1637804694755
Suzanne Johnson,USA,City,69.28,80.06,4,5.0
Patrick Davis,USA,City,94.72,100.0,2,2.19358223420427
Sarah Hunter,USA,City,87.44,86.8,3,3.85429702661605
Janet Garcia,USA,City,40.0,54.85,3,3.76365434546474
Charles Howard,Denmark,Rural,55.46,68.51,2,2.40246243024033
Jennifer Murphy,USA,City,73.35,85.49,3,3.49739547936879
Alison Day,USA,City,64.7,74.01,3,3.30523934719602
Cassandra George,South Korea,City,61.67,68.0,5,5.0
Jacob Lyons,NZ,Rural,53.85,67.46,4,4.8613729520037
Courtney Pennington,NZ,City,74.9,100.0,5,5.0
Carmen Nelson,USA,City,64.19,80.73,2,2.57159658438596
Dan Fletcher,USA,City,53.55,74.54,1,1.26597980648216
Daniel Baldwin,USA,City,88.51,100.0,4,5.0
Jacob Johnson,USA,City,40.0,43.92,5,5.0
Jason Vega,Denmark,City,81.02,100.0,3,3.9409264717699
Margaret Brock,South Korea,Town,62.81,66.0,4,5.0
Susan Stephens,Denmark,Town,82.26,100.0,2,2.2822732037977
Melinda Moore MD,USA,Town,70.96,81.16,4,4.68333202442446
Kimberly Richardson,South Korea,City,44.45,49.48,3,3.28556669294737
Joshua Walls,USA,Rural,40.0,51.08,1,1.01574900556976
Ethan Rowe,USA,Rural,41.52,49.24,1,1.47849762699441
Mary Rivera,South Korea,City,47.22,61.21,2,2.42634258756645
Mrs. Rachel Ortega,USA,City,46.6,44.08,4,4.8632377821138
Kiara Jones,USA,Town,51.2,63.54,5,5.0
Donna Davis,USA,Town,71.88,69.1,2,2.56468742516179
James Scott,South Korea,City,57.59,69.47,3,3.42392908729094
Kathy Burke,Denmark,Rural,76.41,86.95,1,1.18486891167117
Christina Olson,USA,Town,48.25,52.94,3,4.08541756180422
Rachael Rodriguez,Denmark,Rural,100.0,96.12,3,3.70804486869103
John Smith II,South Korea,City,66.61,75.33,4,4.20739166289488
Phyllis Allen,USA,Town,40.0,56.17,4,4.76786700798763
Barry Arnold,NZ,Rural,65.52,55.41,4,4.85398365519866
Colleen Rodriguez,NZ,City,51.2,59.95,3,2.49724720939274
Joseph Yates,USA,Town,100.0,100.0,3,3.53527501895382
Michael Davis,South Korea,City,49.3,62.0,3,3.6668755077639
Nicole Chambers,USA,Town,69.94,91.69,5,5.0
Crystal Molina,USA,Town,61.23,70.66,2,2.22450508944967
Samuel Lewis,NZ,Rural,40.0,52.38,4,5.0
Bethany Henderson,USA,Town,43.94,55.55,3,3.11501909859012
Elaine Richard,Denmark,Town,45.6,55.53,4,4.91728041950257
Steven Robinson,South Korea,Town,40.0,47.61,3,3.24834758277764
James Silva,Denmark,Rural,40.0,48.41,5,5.0
Jason Wilson,USA,Rural,52.3,53.87,3,4.41090309979219
Jeffrey Ramsey,NZ,Rural,73.65,84.4,2,2.13614230779696
Samuel Mccormick,NZ,Rural,77.11,95.29,3,3.41636786188888
Kathleen Diaz,USA,City,80.08,90.64,3,3.64993413190921
Robert Ruiz DDS,USA,City,40.94,49.94,4,4.68993932889559
Sean Porter,USA,Rural,66.13,88.1,4,5.0
Matthew Stuart,NZ,City,65.26,82.95,3,3.80436448793498
Jessica Rice,South Korea,City,45.74,57.8,3,4.05918012447069
Lindsay Carter,USA,City,61.07,66.02,3,3.31089193922061
Justin Douglas,USA,City,45.93,54.89,4,4.93726837635368
Yolanda Jenkins,USA,Town,43.76,49.49,5,5.0
John Ward,NZ,City,66.9,89.74,4,3.85482749927602
Kimberly Hawkins,Denmark,City,52.97,62.52,4,5.0
Daniel Buckley,USA,Town,56.62,56.39,5,5.0
Erica Singh,USA,Town,53.79,71.24,4,4.20123368471811
Peter Martin,USA,City,64.03,89.05,4,4.83390036229525
Ms. Holly Davies,USA,Rural,45.14,56.28,5,5.0
Todd Watson,USA,Rural,69.07,90.76,4,5.0
Alexander Stark,South Korea,City,64.62,77.16,2,2.65058050587144
Terri Shelton,NZ,Rural,68.56,73.05,1,1.37128034915195
Brooke Todd,NZ,City,90.0,84.59,2,2.24299100139765
Edward Watkins,NZ,Rural,58.31,73.94,2,2.47512147783694
Katie Flores,NZ,Rural,58.87,77.56,2,2.41391477192257
Sean Simmons,USA,Rural,79.13,94.61,3,3.71354142637905
David Cook,NZ,Rural,75.15,89.18,4,4.70702816593193
Jesse Holder,Denmark,Rural,60.12,65.18,2,2.52779121939567
Melissa Nguyen,NZ,Rural,95.11,100.0,3,3.19449043602816
Jonathon Avila,USA,Town,47.15,58.75,3,3.54290115750527
Nicholas Smith,South Korea,City,50.63,64.61,2,2.12506863959573
Becky Lee,NZ,Rural,54.88,66.17,5,5.0
Justin Allen,Denmark,Rural,61.39,65.57,3,3.3011825746489
Melissa Wells,NZ,City,62.85,82.33,4,5.0
Jessica Bean,Denmark,Town,92.3,100.0,4,5.0
Dale West,USA,City,84.93,88.56,4,4.85702389742004
Craig Nelson,South Korea,City,79.32,91.45,2,2.51936615002538
James Moss,South Korea,Rural,43.19,44.57,3,3.39955921263655
Danielle Bell,USA,City,76.49,95.71,2,2.36826802490817
Victoria Jones,South Korea,Rural,59.12,77.7,4,4.59661661580721
Matthew Mcfarland,USA,Town,54.11,56.59,1,1.30532801248511
Lauren Shaw,South Korea,City,69.6,87.27,1,1.42106350954168
William Sutton,USA,Rural,40.0,49.04,2,2.41044757498473
Kenneth Smith,USA,Rural,40.0,53.23,3,3.48260752180102
Lisa Berry,NZ,Rural,95.98,100.0,4,5.0
Devin Pope,Denmark,Town,63.67,73.31,4,4.79233658763079
Tammy Edwards,USA,City,68.62,82.73,4,4.47003029115261
Michael Jordan,USA,City,40.0,51.87,4,4.24828836556929
Thomas Taylor,South Korea,Rural,60.45,72.76,3,3.75778134161753
Andrew Rowe,USA,Rural,40.0,43.22,3,3.38570740679967
Frank George,NZ,Rural,67.07,70.27,2,2.27792620818642
Donna Ferguson,South Korea,Town,45.07,59.65,4,4.70962363674148
Mrs. Sheila Dominguez,NZ,City,40.0,46.74,4,5.0
Trevor Miller,USA,City,69.99,70.41,1,1.01207501172994
Kelsey Robinson,South Korea,City,40.18,43.66,3,3.92612929543231
Brian Moore,NZ,Town,44.94,51.28,5,5.0
Austin Long,NZ,Town,40.24,51.23,3,4.30753356677125
Erin Bowers,USA,Rural,61.79,75.37,4,4.4847702052056
George Wright,USA,City,85.01,100.0,4,5.0
Sierra Suarez,South Korea,City,54.82,65.91,2,2.23108414825145
John Smith,NZ,City,80.03,100.0,3,3.55472960309521
Christine Gardner,USA,City,49.28,59.16,5,5.0
Ernest Cruz,NZ,Town,89.88,100.0,4,5.0
Daniel Hanson,Denmark,City,59.95,69.04,5,5.0
Robert King,USA,Rural,78.48,94.57,2,2.73637655502791
Megan Moore,USA,City,40.0,47.48,1,1.02792440463155
Thomas Morgan MD,Denmark,City,64.38,75.76,4,4.81461758497873
Robert Salinas,USA,Town,59.86,69.05,3,4.78137157297733
Mary Gordon,USA,City,52.45,71.72,2,2.56230735034676
Debra Kline,USA,City,93.14,100.0,2,2.72890833592929
William Meyer,Denmark,City,56.62,75.84,3,3.67834968590442
Jessica Myers,NZ,City,57.59,73.73,2,2.53208149105729
Stacy Lee,South Korea,City,45.57,45.01,3,3.54247644996624
Deborah Garcia,South Korea,Town,54.19,63.08,3,3.18315239575929
Amy White,USA,City,62.67,73.43,4,4.71575763955877
Michael Sharp,South Korea,City,73.26,78.19,2,2.6729496641841
Ann Ho,South Korea,City,92.02,97.84,3,3.10975813163455
Philip Rose,Denmark,Rural,89.28,100.0,2,1.97986881425113
Autumn Conner,USA,Town,40.0,42.75,4,5.0
Tammy Moody,USA,Town,46.21,53.01,4,5.0
Michael Shaffer,USA,City,40.0,52.36,2,2.69172346936633
Gerald Burch,USA,Rural,90.45,98.54,2,2.46640618815373
Joshua Fox,Denmark,Rural,52.78,72.46,3,3.810885622329
Tammy Hughes,USA,Town,78.02,100.0,4,4.95949283830319
Charles Guerrero,USA,Town,58.55,60.97,4,5.0
Destiny Campos,NZ,City,67.32,77.34,2,2.24963285636738
Gregory Navarro,South Korea,City,65.21,70.42,3,4.00780482150919
Tracy Alexander,NZ,City,57.74,64.62,4,4.39274415135158
Julie Gomez DVM,South Korea,Town,70.79,89.19,5,5.0
Richard Thomas,NZ,City,50.96,49.48,3,3.47653482251665
Damon Evans,NZ,Town,59.02,77.51,2,1.99259062491341
Jessica Myers,NZ,Town,47.3,66.75,5,5.0
Karen Bell,USA,Town,41.18,41.18,4,5.0
Melissa Clayton,Denmark,Town,87.38,100.0,1,1.06242937661877
Nicholas Paul,USA,City,40.0,51.8,5,5.0
Mario Edwards,USA,City,72.86,90.34,3,3.99760266776688
Dr. Roberto Petersen Jr.,South Korea,Town,40.0,47.25,3,3.29922885108622
Thomas Roberson,USA,City,58.08,68.88,3,3.7656988633232
Laura Hill MD,USA,Town,63.16,73.63,2,2.08883468481875
Aaron Clark,South Korea,Town,56.57,58.81,4,3.52942181477476
Jessica Mosley,USA,Town,40.0,59.85,1,1.1245578319955
Tasha Williams,NZ,Town,90.01,100.0,3,3.61959138870562
David Berry,NZ,City,63.54,67.09,4,4.30077429454976
Maria Torres,Denmark,Rural,40.0,44.83,3,3.59132652966433
Kristin Peck,South Korea,City,72.85,73.68,3,3.50213724355526
Mrs. Renee Smith,NZ,Rural,72.25,81.18,4,5.0
Christopher Miller,USA,Town,78.66,96.31,5,5.0
Ashley Morrison,Denmark,Town,53.11,57.75,5,5.0
Luis Travis,USA,Town,40.0,45.77,4,4.78041876180354
Robert Warren,Denmark,Town,46.56,62.65,3,4.22732583077508
Marc Garcia,NZ,City,40.0,42.86,2,2.14354018481149
Dylan Barker,USA,City,40.0,52.57,4,4.22403403214476
Dr. Christian Powers,Denmark,City,40.0,55.37,4,4.22341446321239
Kristen Petersen,USA,Town,46.75,58.59,2,2.90425157926541
Haley Ward,NZ,Rural,40.0,46.6,3,3.65857012616461
Nancy Jones MD,South Korea,City,40.0,47.56,4,5.0
Edward Mills,USA,Rural,40.0,49.19,4,5.0
Christopher Murphy,USA,City,40.0,45.06,2,2.27089755743645
Melissa Smith,NZ,City,62.43,71.56,4,4.4847661909312
Paul Jackson,NZ,Town,66.59,78.03,3,3.51981104146085
Ashley Parrish,USA,City,40.0,51.61,4,4.7664284706948
Jose Daniels,USA,City,74.03,81.11,5,5.0
Harold Best,USA,City,72.06,91.37,3,4.14533308678884
Elizabeth Chan,USA,City,56.73,69.94,4,5.0
Tiffany Foster,NZ,City,40.0,42.51,4,4.98289041882032
Christopher Ramsey,South Korea,City,43.63,46.89,3,4.22114515741443
Sandra Moody,South Korea,Town,40.0,51.22,3,3.10042473205718
Michael Bates,USA,City,71.72,79.66,3,3.93747608449798
Katherine Mitchell,USA,City,40.0,53.32,4,4.99669379818895
Amanda Williams,South Korea,City,73.33,81.75,1,1.37660167699111
Aaron White,Denmark,Town,84.07,100.0,5,5.0
Jennifer Jones,USA,Town,65.48,82.84,4,4.80565028710431
Brent Taylor,USA,City,59.0,68.31,2,2.86379384783802
Gregory Lee,USA,City,41.59,53.69,2,2.64600243470478
Hannah Myers,USA,City,40.0,51.77,5,5.0
Laurie Watts,USA,City,100.0,100.0,3,3.59328675500341
John Newton,South Korea,City,40.0,44.92,3,4.113800183197
Eric Walker,USA,City,40.0,49.63,5,5.0
Timothy Barnett,NZ,Town,72.28,100.0,5,5.0
Lisa Burke,USA,City,54.21,66.14,3,3.34603512257787
Jeffery Moore,South Korea,Rural,51.7,56.73,2,2.80614558508706
Theresa Mendez,USA,City,71.84,77.01,4,4.93985649500844
Brenda Malone,South Korea,City,50.73,51.31,3,3.30611704549007
Nicholas Morris,NZ,Town,40.0,51.48,5,5.0
Mr. Justin Perez,Denmark,Rural,68.11,90.22,3,3.57124592972544
Jason Mccall,USA,Town,40.0,45.39,3,3.58174842554331
Christopher Fernandez,USA,City,58.91,64.99,5,5.0
Brandon Collins,South Korea,City,65.5,83.49,4,4.9044402067791
Todd Anderson,USA,Rural,40.0,60.8,3,4.13499194960061
Paul Fitzgerald,USA,City,65.89,79.32,2,2.24669365505119
Crystal Rodriguez,South Korea,City,40.0,47.92,3,3.6800747277422
Michele Gonzalez,USA,Town,99.53,100.0,4,5.0
Johnny Rivera,South Korea,City,51.8,72.78,3,3.64863647530048
Andrea Rogers,USA,Town,99.44,100.0,2,2.37078883891525
Courtney Strong,NZ,Rural,54.53,66.29,3,3.58895848717141
Brandon Carpenter,NZ,City,51.25,56.98,4,5.0
Edward Sandoval,South Korea,City,83.53,82.61,5,5.0
David Watkins,USA,City,52.12,61.35,2,2.21487848426174
Jamie Weber,South Korea,City,52.16,60.18,1,1.13981266960557
Susan Underwood,USA,City,52.81,64.48,2,2.52932209892321
Richard Christensen,USA,City,75.92,91.48,3,3.191079512894
Heather Farrell,USA,City,58.77,81.79,4,5.0
Mr. Anthony Williams DVM,USA,Rural,53.7,53.0,2,2.5826838210163
Christine Watkins,USA,Town,45.82,50.09,3,3.95783149690088
John Lee,USA,Town,91.34,98.14,4,5.0
William Hunter,USA,City,69.95,100.0,2,2.28039946803073
Christopher Hopkins,USA,Town,68.56,77.67,4,4.767047907268
Laura Fox,NZ,Town,69.97,74.07,3,3.28010983850789
Michelle Fernandez,USA,City,44.89,58.94,5,5.0
Mitchell Harris,USA,Rural,40.0,50.66,3,3.27293404727148
Jesse Shaffer,USA,City,59.86,73.25,3,3.50112420767825
Christopher Johnson,USA,Town,40.0,41.21,2,2.69140930452186
Andrew Sanford,South Korea,Town,40.0,45.1,3,3.44601815498939
Patricia Woodard,Denmark,City,60.47,72.26,3,3.77501792233142
Dr. Kimberly Boyle,Denmark,City,41.79,49.8,3,3.61940592680257
Cheryl Wells,Denmark,City,40.0,48.09,3,4.48504526869454
Scott Bray MD,USA,City,64.78,82.18,3,3.27397184684925
Isabella Smith,USA,Town,69.84,82.7,4,4.95760513476148
John Price,NZ,City,95.86,100.0,1,1.21871527268145
Mitchell Maddox,South Korea,Rural,40.0,42.12,5,5.0
Lucas Norman,South Korea,Rural,86.4,100.0,3,3.63625865177458
William Jones,South Korea,City,58.06,58.49,1,1.0
Shane Walton,South Korea,Rural,68.38,81.66,3,3.56006923598684
Randy West,South Korea,Rural,51.38,65.0,4,5.0
Daniel Harrington,USA,Rural,40.0,48.38,3,3.27267830338484
Sharon Smith,USA,Rural,40.0,43.52,2,2.15998382062169
Ashley Morris,Denmark,Rural,50.17,60.73,3,4.17928052991739
Margaret Johnson,South Korea,Town,40.0,54.3,3,3.79538243695937
Christopher Smith,USA,Town,40.98,48.72,2,2.67141793333941
Kurt Robertson,USA,Rural,82.64,94.34,2,2.5612458631431
Dustin Sanders,NZ,Town,85.94,100.0,4,4.89403873312244
Omar Potts,NZ,Rural,40.0,47.1,1,1.28319451535164
Emily Pham,South Korea,City,51.17,52.53,3,3.44716049213512
Joshua Powell,USA,City,47.95,62.82,5,5.0
Suzanne Johnson,South Korea,City,40.0,40.01,4,5.0
Joseph Williams,South Korea,City,50.85,65.01,4,4.16694482138236
Bryan Jarvis,Denmark,Town,52.02,66.93,4,4.80000255845273
Craig Powell,NZ,City,40.0,48.92,1,1.15295087191812
Timothy Yu,NZ,Rural,80.18,100.0,3,3.47215581622978
Thomas Moore,NZ,City,73.58,95.28,2,2.23754610348818
Amy Bryan,South Korea,City,73.24,85.29,3,3.56021957440083
Dr. Sherry Fletcher,Denmark,Town,69.45,82.58,2,2.76174957263074
Jeremy Bradshaw,USA,Rural,87.79,100.0,3,3.78733633474905
David Hodges,South Korea,Town,100.0,98.49,2,2.75572631384278
Mitchell Carey,NZ,City,65.86,89.34,3,3.62344536676407
Philip Ramirez,USA,Town,45.16,55.93,3,3.32092075006258
Jason Mack,South Korea,City,74.92,88.44,3,3.13783656496069
Dylan Lee,USA,City,40.0,43.71,3,4.18013422698296
Kelly Mitchell,USA,City,70.11,98.02,1,1.2637014973556
Edward Mann,USA,Town,50.15,63.1,4,5.0
Christopher Williams,Denmark,Town,40.0,39.87,3,3.2035639253706
Jerry Andersen,USA,City,78.1,79.04,2,2.45090525063327
Mark Warren,South Korea,Rural,40.0,52.61,3,3.633506468081
Kelly Boyle,South Korea,City,72.67,71.14,1,1.24305978306118
Michael Reed,USA,Town,71.76,93.67,2,2.38908727542977
Roger Hancock,USA,Rural,76.03,96.38,1,1.30676371054964
Elizabeth Bennett,USA,Town,50.86,56.01,3,2.76257879822837
Bobby King IV,South Korea,City,40.0,53.15,1,1.08880560607743
Jennifer Brown,USA,Town,78.84,98.03,4,4.31354769389364
Dana Ryan,USA,City,40.0,48.94,2,2.471453022956
Lindsay Gillespie,South Korea,City,40.0,51.56,4,5.0
Christine Morgan,USA,Town,40.0,51.66,2,2.45931692073444
Hannah Oneal,USA,Town,100.0,100.0,2,2.83075285385111
Russell Wright,USA,City,58.54,74.57,4,4.90889619458104
Megan Harrison,USA,Rural,63.04,71.74,5,5.0
Matthew Lyons,NZ,City,61.9,72.68,4,4.40203230955044
Elizabeth Davis,South Korea,Town,40.0,49.16,4,4.4237240666476
Chris Stephens,USA,City,40.0,48.77,2,2.1069026729516
Courtney Avila,NZ,Town,62.65,74.72,4,3.68037068729159
Terry Fernandez,USA,City,68.29,63.85,4,4.95430855950332
Robin Mueller,NZ,Rural,52.58,58.96,2,2.58980394450586
Melissa Morgan,USA,City,47.05,57.44,2,2.49669634605551
Amanda Martin,Denmark,Rural,63.18,82.22,3,3.3675150998857
James Vincent,NZ,City,71.35,89.07,4,4.52235396663439
David Jones,Denmark,Rural,77.9,98.66,3,3.21158144994228
Shaun Shepard,USA,Town,46.18,48.52,4,3.9282195474
Patricia Olson,South Korea,City,53.66,60.01,5,5.0
Amy Kirby,NZ,Town,51.65,43.13,4,4.80694116858711
Kimberly Alvarez,Denmark,Town,70.4,84.95,3,4.24661080109652
Kimberly Knapp,South Korea,Town,49.14,53.37,4,4.25228262139008
William Wilson,USA,Rural,47.55,54.17,3,3.62626454685738
Melissa Butler,South Korea,City,44.78,49.54,3,3.93259680438452
Jeffrey Miller,NZ,Town,63.52,85.53,3,3.855844404827
Adrian Li,NZ,City,59.81,69.06,3,2.89852854724497
Alexander Gallegos,USA,City,51.65,63.9,1,1.27507692526323
Gabriel Prince,USA,City,40.0,46.32,3,3.41690335813917
Monica Guerrero,South Korea,City,92.09,100.0,5,5.0
Jade Santana,South Korea,City,70.74,75.92,3,4.01014400911839
Jasmine Anderson,USA,Town,89.12,100.0,3,3.58490189999354
Amanda Herrera,NZ,City,52.0,75.58,3,3.48365442526184
Andre Lewis,South Korea,Rural,68.06,70.29,3,3.05547113942391
Gabriel Cuevas,USA,City,40.0,51.68,2,2.60815556680009
Rachael Frazier,USA,Rural,60.04,74.9,2,2.14235471938743
Ruben Duran,Denmark,Rural,43.9,54.0,3,2.98079382340036
Cindy Leon,Denmark,City,91.49,100.0,4,4.05088970754238
Emily Wilson,Denmark,City,63.3,74.53,3,3.06684998938023
Sara Martinez,USA,Rural,49.85,56.44,4,3.87795592990298
Erica Moore,Denmark,City,85.87,87.3,3,3.80724346808284
